,en,tn
9910,"May God solve your problem, provide a way out",فَرِّجْ عْلَاهَا رَبِّي
9911,"watching, viewing, something to watch",فُرْجَةْ
9912,"losing face, being embarassed in front of others",فُرْجَةْ
9913,"to enjoy, cheer",فَرَّحْ
9914,"to have fun, welcome, treat well",فْرَحْ
9915,"to welcome people, treat them well",فْرَحْ بِلْعْبَادْ
9916,"a young person who does foolish, childish things",فَرْخْ بِزْڨِلِّيفْ
9917,same,فَرْدْ
9918,gun,فَرْدْ
9919,same generation,فَرْدْ جِنِرَاسْيُونْ
9920,same time,فَرْدِ وَقْتْ
9921,pair,فَرْدَة
9922,"just alike, they're both just as dumb/bad as the other",فَرْدَةْ وُ لْقَاتْ أُخْتْهَا
9923,"to sort, rummage through",فْرِزْ
9924,"Persian, Farsi",فارْسَى
9925,"something rolled/laid out, layer",فَرْشَةْ
9926,putting down one's cards upon winning in rummy,فَرْشَةْ
9927,fresh,فَرْشِكْ
9928,"opportunity, chance",فُرْصَةْ
9929,"to impose, force",فْرَضْ
9930,to force respect,فْرَضْ إِحْتِرَامُو
9931,"to enforce, execute one's prestige",فْرَضْ لْهَيْبَةْ مْتَاعُو
9932,"to give something up, to miss something",فَرِّطْ
9933,branch (tree or company),فَرْعْ
9934,"to disturb, mess up",فَرْعِسْ
9935,to empty,فَرَّغْ
9936,to ejaculate,فَرَّغْ
9937,"to quit thinking about, forget",فَرَّغْ مُخُّو
9938,"to try to fly without success, flap around",فَرْفِتْ
9939,to flail around wildly out of fear or sadness,فَرْفِتْ
9940,"to confuse something, mix it up, mess it up, not concentrate",فَرْفِشْ
9941,nickname for mouse or someone who looks like a mouse,فَرْفُورْ
9942,"difference, distinction",فرْقْ
9943,"to separate, group, distinguish",فَرَّقْ
9944,"to dismantle, take apart",فَرِّكْ
9945,"to look at references, look at sources",فرْكِسْ عَلَى المَرَاجَعْ
9946,"to make fun of someone, mock",فَرَّكْهُمْ عْلِيهْ
9947,I won't give you even a millime,فْرَنْكْ مَتْرَاهُوشْ مِنْ عَنْدُو
9948,young children,فْرُوخْ
9949,baby birds or other animals,فْرُوخْ
9950,differences,فُرُوقَاتْ
9951,border,فْرُونْتْيَارْ
9952,French,فْرُونْسَا
9953,Sigmund Freud,فْرُويْدْ
9954,unique,فَرِيدْ
9955,"unique, only one",فَرِيدْ مِنْ نَوْعُو
9956,prey,فَرِيسَةْ
9957,easy prey,فَرٍيسَةْ سَاهْلَةْ
9958,"spoiled young woman, not settled",فْرِيفْطَةْ
9959,frequency (incl. radio),فْرِيكُونْسْ
9960,"to wake up, get up",فِزْ
9961,scarecrow,فَزَّاعَةْ
9962,"something to scare, horrify people",فَزَّاعَةْ
9963,"show off, prideful person",فَزْعَاكْ
9964,very young child,فَزْغُونْ
9965,corruption,فْسَادْ
9966,dud (doesn't explode like it should),فَسَّايَةْ
9967,"corrupted person, does lots of evil",فْسَايْدِي
9968,festival,فَسْتِفَالْ
9969,"to erase, wipe out",فَسَّخْ
9970,"to erase the past, forget what had happened",فَسَّخّ إِلِّي تْعَدَّى
9971,"to wipe off the earth, get rid of",فَسَّخَهُمْ مِلْ الأَرْضْ
9972,to mess up,فَسِّدْ
9973,to corrupt someone or something,فَسِّدْ
9974,to become corrupt,فْسِدْ
9975,"to decompose, go bad, go rotten",فْسِدْ
9976,to deform someone's face,فَسَّدْلُو خْلِيقْتْلُو
9977,to explain,فَسِّرْ
9978,to explain the situation,فَسِّرْ الوَضْعِيَّة
9979,phosphates,فُسْفَاطْ
9980,barrel for gathering rain water,فُسْقِيَّةْ
9981,to cheat in cards or on a test (look at notes or someone else's cards),فَسْكى
9982,mosaic,فُسَيْفُسَاءْ
9983,to deflate,فَشْ
9984,to hit hard,فَشَّخْ
9985,to spray against mosquitoes,فَشْفِشْ بِالفْليطُوكِسْ
9986,"to exhaust someone, depress, discourage",فَشِّلْ
9987,failure,فَشَلْ
9988,"to get really tired, worn out",فْشِلْ
9989,"someone who shows off, tries to look good in front of people",فَشْلَامْ
9990,"to show off, try to look good",فَشْلِمْ
9991,"gangster, tough guy",فْصَالَةْ
9992,to make things up in order to look good and make fun of people,فَصِّصْ
9993,to open up or peel a piece of fruit with seeds inside (such aspomegranate),فَصِّصْ
9994,"to escape, run away, skip out on",فْصَعْ
9995,"escaping, running away, hooky",فَصْعَةْ
9996,"to divide, separate, release",فَصِّلْ
9997,"to expel, kick out",فْصَلْ
9998,"to end, stop, break up",فَضّْ
9999,space,فَضَاءْ
10000,silver,فِضّةْ
10001,"to expose, embarrass",فْضَحْ
10002,to bring a secret to light,فْضَحْ سِرّْ
10003,"to express one's feelings, pour out one's heart",فَضْفِضْ
10004,"preference, favor, thanks",فَضْلْ
10005,"garbage, rubbish, trash",فَضْلَة
10006,leftovers,فَضْلَة
10007,to smash (especially nose),فَطِّسْ
10008,"to tear something apart, rip apart, break at the seams",فَطَّقْ
10009,"to know, be aware, figure out",فْطُنْ
10010,"the things you do are bad, wrong",فْعَايَلْكُمْ
10011,"verb, action",فِعْلْ
10012,to poke in the eye,فْقَعْ
10013,"to lose, miss",فْقِدْ
10014,to lose hope,فْقِدْ الأَمَلْ
10015,to grow unbalanced,فْقِدْ التَّوَازِنْ
10016,to lose one's memory,فْقِدْ ذَاكْرَةْ
10017,to become meaningless,فْقِدْ لْمَعْنَى
10018,state of being lost or missing something,فِقْدَانْ
10019,she lost her virginity,فِقْدِتْ غِشَاءْ البِكَارَةْ
10020,very poor person who does evil and shows off,فَقْر و فَرَعْنَة
10021,paragraph,فَقْرَة
10022,"to crack, like crack an egg",فَقِّسْ
10023,"only, that’s all",فَقَطْ
10024,to steal someone else's place,فَكْ البُقْعَة
10025,to untie a knot,فَكّْ لْعُقْدَةْ
10026,"to discover a secret, figure something out",فَكّْ لْعُقْدَةْ
10027,to think,فَكِّرْ
10028,to remind,فَكِّرْ
10029,"thought, idea",فِكْرَة
10030,"good thought, idea",فِكْرَةْ عَلَى قَاعْدَةْ صْحِيحَةْ
10031,"sensible, good, appropriate idea",فِكْرَةْ فِي بْلَاصِتْهَا
10032,"he's slow of mind, not quick on his feet",فِكْرُو رْزِينْ
10033,he thinks deeply before doing anything,فِكْرُو رْزِينْ
10034,"Intellectual, cerebral",فِكْرِيَّةْ
10035,"to fix something down, stabilize",فَكْسَى
10036,to send a fax,فَكْسَى
10037,"fixing something down, stabilizing",فَكْسْيُونْ
10038,agriculture,فْلَاحَة
10039,pornographic films,فْلَاحَة
10040,agricultural,فِلَاحِيَةْ
10041,arrow,فْلَاشْ
10042,quick spot on TV,فْلَاشْ
10043,"in simple Arabic, in the simplest way I can say it, the point is…",فَلَّاڨِي
10044,"flame shooter, fireworks",فْلَامْ
10045,flame,فْلَامْ
10046,torch,فْلَامْ
10047,Flemish,فْلَامُونْ
10048,someone,فُلَانْ
10049,"dirty person, evil and perverted",فُلَانْ زَبّالْ
10050,certain unnamed or theoretical people,فْلَانْ و فَلْتَان
10051,"a break or crack in something, opening",فَلَّةْ
10052,"forget about it, don't listen to him",فَلّت
10053,to miss something,فَلّت
10054,"to slip by, slip out",فْلِتْ
10055,"unidentified, theoretical person",فِلْتَانْ
10056,to succeed,فْلِحْ
10057,"to explode, break open, pop",فِلِقْ
10058,"popping, popping sound, whacking",فَلْقَة
10059,astronomical,فَلَكِي
10060,"to act like you're important, lie, show off",فَلِّمْ
10061,"fuzzy, unclear",فْلُو
10062,"with a flower pattern, pink",فْلُورِي
10063,"to search, look for carefully",فْلَى
10064,"there is, there are",فَمَّا
10065,there is a possibility,فَمَّا إِمْكَانِيَّةْ
10066,there are some unclear things,فَمَّا حَاجَاتْ فْلُو
10067,something is suspected,فَمَّا شُبْهَةْ
10068,someone gave him his word,فَمَّا شُكَونْ عَاطِيهْ كِلْمَةْ
10069,"they're distant, they don’t talk to eachother",فَمَّا فَرَاغْ بِينَاتْهُمْ
10070,there is a lot of it,فَمَّا مِنُّو بَرْشَا
10071,there is an unclear point,فَمَّا نُقْطَةْ مَهِيشْ وَاضْحَةْ
10072,is there...?,فَمَّاشِي
10073,feminism,فِمِنِيزِمْ
10074,he doesn't stop talking,فَمُّو مَا يُسْكِتِّشْ
10075,"to reject an idea, doubt someone's thoughts",فَنِّدْ
10076,hotel in the old medina,فُنْدِقْ ِلمْدِينَةْ
10077,"to hum, make sound of an engine",فَنْفِنْ
10078,"to work actively, hard",فَنْفِنْ
10079,technical or artistic,فَنِّي
10080,a passive person who does not have energy to do anything,فِنْيَانْ
10081,"index, table of contents",فَهْرَسْ
10082,to explain,فَهِّمْ
10083,understanding,فَهْمْ
10084,to understand,فْهِمْ
10085,"to understand life, be wise and experienced",فْهِمْ الدِّنْيَا
10086,"he realized he had made a mistake, was wrong",فْهِمْ رُوحُو غَالِطْ
10087,"to explain something to a stupid person by repeating, trying hard",فَهِّمْهَا بِلْقْمَعْ
10088,fireworks,فُو دَارْتِيفِيسْ
10089,Fawazeer (old Arab TV show with dancing),فَوَازِيرْ
10090,delivery by sand truck,فْوَايَاجْ رْمَلْ
10091,"to miss, not make it",فَوِّتْ
10092,"somebody who doesn't care, always makes mistakes",فُوتِيسْتْ
10093,group,فَوْجْ
10094,"force, supporting group, fan group for sports team",فُورْزَا
10095,the shape of the face,فُورِمْةْ لْوِجْهْ
10096,phosphorous,فُوسْفُورْ
10097,hole dug out for a foundation,فُوسِي
10098,fireworks,فُوشِيكْ
10099,"up or above, on top of",فُوقْ
10100,against his will,فُوقْ مِنْ قَلْبُو
10101,"to wish good things for, give good to",فَوِّلْ
10102,volatile,فُولَاتِيلْ
10103,"vulgar, simple, uncivilized",فُولْڨَارْ
10104,volume,فٌولُومْ
10105,fundamentalist,فُونْدَامُونْتَالِيسْتْ
10106,functioning,فُونْكِسْيُونْمُونْ
10107,in the direction of,فِي إِتِّجَاهْ
10108,in the last place,فِي آخِرْ بْلَاصَةْ
10109,at the height of,فِي إِرْتِفَاعْ
10110,In most cases,فِي أَكْثِرْ لْحَالَاتْ
10111,on the corner,فِي التِرْكِينَةْ
10112,on the phone,فِي التَّلِفُونْ
10113,at the top,فِي التُّوبْ
10114,on the way,فِي الثّْنِيَّةْ
10115,on the anniversary of his death,فِي الذِكْرَى مْتَاعُو
10116,"In the seventh month, seventh week, seventh day",فِي السَّابِعْ
10117,across from,فِي الشِّيْرَة لِمْقَابْلَةْ
10118,"at the appropriate level, fitting",فِي المُسْتَوَى
10119,responsible,فِي المُسْتَوَى
10120,in God's safe hands,فِي أَمَانَ الَلْه
10121,In decline,فِي انْحِدَارْ
10122,at the peak of performance,فِي أَوَجّْ العَطَاءْ
10123,anywhere,فِي أَيْ بْلَاصَةْ
10124,"in his days, his glory days",فِي أَيَّامَاتُو
10125,"in his mind, he thought that…",فِي بَالُو
10126,"he knows something, is aware",فِي بَالُو بْحَاجَةْ
10127,in its place,فِي بُقْعِتْهَا
10128,"at the peak, top",فِي تُنْبِكْهَا
10129,one after another,فِي جُرِّتْ بْعَضْهُمْ
10130,on the edge,فِي حَافِّةْ
10131,"In a state of readiness, at attention",فِي حَالَةْ إِسْتَعْدَادْ
10132,nowhere,فِي حَتَّى بَرّْ
10133,nowhere,فِي حَتَّى بْلَاصَةْ
10134,in mourning,فِي حِدَادْ
10135,In the blink of an eye,فِي رَمْشِةْ عِينْ
10136,in his perspective,فِي زَاوِيَةْ النَظَرْ مْتَاعُو
10137,in a very deep sleep,فِي سَابَعْ نُومَةْ
10138,"on a platter, easily",فِي طْبَقْ
10139,the same length or height as,فِي طُولْ
10140,"at his top, peak",فِي عِزُّو
10141,"be patient, wait",فِي عَقْلِكْ
10142,"in a relationship with God, prays",فِي عَلَاقَةْ مَعَ رَبِّي
10143,instead of,فِي عُوضْ
10144,in the middle of the street,فِي فُمّْ الكَيَّاسْ
10145,in good shape,فِي فُورْمَةْ
10146,in a joking manner,فِي قَالِبْ ضُحْكَةْ
10147,in a joking manner,فِي قَالِبْ فَدْلْكَةْ
10148,"in his hands, holding on to, ruling over, in control of",فِي قَبْضْتُو
10149,in the bathtub,فِي لْبَانُو
10150,everywere,فِي لِبْقَايَعْ لْكُلْ
10151,"in the end, the point is",فِي لِخِّرْ
10152,finally,فِي لِخِّرْ
10153,in a desolate place,فِي لِخْلَى
10154,usually,فِي لْعَادَةْ
10155,in conclusion,فِي لْكُونْكْلِيزْيُونْ
10156,in the beginning,فِي لْمُقَدْمَةْ
10157,"infinite, unending",فِي لَنْفِينِي
10158,In his final resting place,فِي مَثْوَاْه الأَخِيرْ
10159,"in his place, shop, house",فِي مَحَلُّو
10160,"he has the right, he's right",فِي مَحَلُّو
10161,"generally, most of it",فِي مُعْظَمْهَا
10162,In competition with,فِي مُنَافْسَةْ مْعَ
10163,"in decline, descending",فِي نُزُولْ
10164,"in his peak form, ready",فِي نْهَارُو
10165,God be with you and protect you,فِي وْدِيعِةْ رَبِّي
10166,in the middle,فِي وِسْطْ
10167,in its right time,فِي وَقْتُو
10168,"once upon a time, one day",فِي يُومْ مِلْ الأَيَّامْ
10169,"someone who shows off, tries to look good in front of people",فَيَّاسْ
10170,alarm,فَيَّاقَةْ
10171,vibration,فِيبْرَانْ
10172,"category, type, denomination, class",فِئَةْ
10173,social class,فِئَة إجْتِمَاعِيَّة
10174,"vital, active",فِيتَالْ
10175,faithful,فِيدَالْ
10176,scrapyard,فِيرَايْ
10177,farm,فِيرْمَا
10178,visibility,فِيزِيبِلِيتِي
10179,"to show off, try to look good",فَيِّسْ
